sentiment_label,sentiment_score,sentiment_polarity,fatigue_total,fatigue_word_density,fatigue_physical,fatigue_mental,fatigue_schedule,fatigue_injury,fatigue_motivation,avg_sentence_len,type_token_ratio,first_person_rate,negation_rate,word_count,llm_fatigue_label,llm_fatigue_confidence,llm_reason,nlp_processed
POSITIVE,0.9994007349014282,0.9994,1,0.2907,0,0,1,0,0,10.03,0.4399,0.0762,0.0,341,,,,1
POSITIVE,0.053769052028656006,0.0538,2,0.3604,1,0,1,0,0,14.13,0.3938,0.069,0.0054,551,,,,1
POSITIVE,0.4828716069459915,0.4829,6,0.363,3,0,1,1,1,11.0,0.2672,0.0574,0.0079,1639,,,,1
NEGATIVE,0.9806112796068192,-0.9806,11,0.4079,1,0,0,0,10,14.17,0.2005,0.0941,0.0123,2678,,,,1
POSITIVE,0.9959675371646881,0.996,3,0.6383,0,0,1,2,0,9.39,0.3674,0.1174,0.013,460,,,,1
POSITIVE,0.994695782661438,0.9947,0,0.0,0,0,0,0,0,9.35,0.3241,0.0828,0.0034,580,,,,1
NEGATIVE,0.08435390889644623,-0.0844,3,0.2383,0,0,3,0,0,12.25,0.2464,0.0944,0.0112,1250,,,,1
POSITIVE,0.9997044205665588,0.9997,1,0.4926,0,0,0,1,0,11.65,0.5051,0.0657,0.0253,198,,,,1
POSITIVE,0.978884776433309,0.9789,1,0.0974,0,0,0,0,1,10.71,0.3038,0.0846,0.0069,1017,,,,1
POSITIVE,0.3592252930005391,0.3592,5,0.4916,0,0,0,5,0,9.7,0.3092,0.0932,0.0119,1009,,,,1
POSITIVE,0.509624257683754,0.5096,4,0.2038,3,0,0,0,1,14.09,0.2396,0.0519,0.0077,1945,,,,1
POSITIVE,0.9979391694068909,0.9979,0,0.0,0,0,0,0,0,11.48,0.2811,0.0606,0.0033,907,,,,1
NEGATIVE,0.38123849034309387,-0.3812,13,0.603,2,0,1,7,3,13.4,0.2309,0.0798,0.0145,2144,,,,1
POSITIVE,0.998036116361618,0.998,0,0.0,0,0,0,0,0,12.56,0.3939,0.0592,0.002,490,,,,1
POSITIVE,0.999757707118988,0.9998,0,0.0,0,0,0,0,0,13.6,0.5809,0.0515,0.0147,136,,,,1
POSITIVE,0.9443841973940531,0.9444,0,0.0,0,0,0,0,0,15.58,0.294,0.0723,0.0152,857,,,,1
POSITIVE,0.994321346282959,0.9943,0,0.0,0,0,0,0,0,12.48,0.2816,0.0661,0.0083,1211,,,,1
POSITIVE,0.06688618659973145,0.0669,3,0.4926,1,0,0,1,1,9.8,0.3311,0.0753,0.01,598,,,,1
POSITIVE,0.9813452363014221,0.9813,1,0.0987,0,0,1,0,0,12.24,0.3078,0.0518,0.012,1004,,,,1
POSITIVE,0.3851813276608785,0.3852,2,0.1799,0,0,0,1,1,12.78,0.3294,0.061,0.0073,1099,,,,1
POSITIVE,0.9957560300827026,0.9958,0,0.0,0,0,0,0,0,11.48,0.273,0.0753,0.0039,1022,,,,1
POSITIVE,0.3856109579404195,0.3856,2,0.2395,1,0,1,0,0,11.14,0.341,0.0874,0.0109,824,,,,1
POSITIVE,0.9914789199829102,0.9915,5,0.2859,3,0,2,0,0,17.05,0.2329,0.0771,0.0081,1739,,,,1
NEGATIVE,0.9537444114685059,-0.9537,0,0.0,0,0,0,0,0,14.79,0.3893,0.0746,0.0117,429,,,,1
NEGATIVE,0.045947715640068054,-0.0459,2,0.1318,0,0,2,0,0,14.06,0.2714,0.0692,0.0086,1518,,,,1
POSITIVE,0.0672406405210495,0.0672,10,0.7262,1,0,7,2,0,11.39,0.2568,0.0753,0.0051,1367,,,,1
NEGATIVE,0.008733376860618591,-0.0087,0,0.0,0,0,0,0,0,11.08,0.2459,0.0608,0.0124,1529,,,,1
POSITIVE,0.9986140727996826,0.9986,1,0.3165,0,0,1,0,0,12.0,0.4263,0.0962,0.0032,312,,,,1
POSITIVE,0.5772406905889511,0.5772,6,0.3319,1,0,2,3,0,12.5,0.2569,0.0683,0.0067,1787,,,,1
POSITIVE,0.9900810867547989,0.9901,6,0.3916,2,0,1,1,2,10.49,0.2689,0.0967,0.0053,1510,,,,1
POSITIVE,0.39868196845054626,0.3987,6,0.2479,0,0,0,4,2,12.36,0.2302,0.0955,0.01,2398,,,,1
NEGATIVE,0.6833406090736389,-0.6833,1,0.2703,0,0,0,0,1,10.08,0.4793,0.0551,0.0055,363,,,,1
NEGATIVE,0.84002685546875,-0.84,0,0.0,0,0,0,0,0,12.42,0.4138,0.0515,0.0129,621,,,,1
POSITIVE,0.5311661213636398,0.5312,1,0.0701,0,0,1,0,0,14.62,0.2913,0.0578,0.0141,1418,,,,1
NEGATIVE,0.44002920389175415,-0.44,1,0.0829,0,0,1,0,0,11.51,0.2815,0.0977,0.0117,1197,,,,1
POSITIVE,0.9923259317874908,0.9923,0,0.0,0,0,0,0,0,13.15,0.2423,0.0723,0.0049,1618,,,,1
POSITIVE,0.07878720760345459,0.0788,0,0.0,0,0,0,0,0,12.72,0.3324,0.0497,0.0097,725,,,,1
POSITIVE,0.9954507648944855,0.9955,3,0.2214,0,0,0,0,3,13.06,0.3048,0.0506,0.0052,1345,,,,1
POSITIVE,0.9842311143875122,0.9842,0,0.0,0,0,0,0,0,11.36,0.305,0.088,0.0091,659,,,,1
POSITIVE,0.31497059265772503,0.315,9,0.9454,0,0,0,9,0,10.74,0.3016,0.0677,0.0106,945,,,,1
POSITIVE,0.9951821863651276,0.9952,2,0.1427,0,0,0,0,2,15.07,0.2706,0.0534,0.0094,1386,,,,1
POSITIVE,0.99750816822052,0.9975,0,0.0,0,0,0,0,0,10.32,0.4537,0.0617,0.0088,227,,,,1
POSITIVE,0.9875212907791138,0.9875,7,0.2981,0,0,0,5,2,13.09,0.2124,0.0777,0.0052,2330,,,,1
POSITIVE,0.599421888589859,0.5994,4,0.2805,3,0,1,0,0,12.2,0.2594,0.0969,0.01,1403,,,,1
NEGATIVE,0.050440236926078796,-0.0504,0,0.0,0,0,0,0,0,14.52,0.2444,0.0926,0.0085,1772,,,,1
POSITIVE,0.885670468211174,0.8857,1,0.073,0,0,0,0,1,13.1,0.2496,0.0551,0.011,1362,,,,1
POSITIVE,0.9954410344362259,0.9954,2,0.1192,1,0,0,0,1,12.89,0.252,0.0661,0.006,1663,,,,1
POSITIVE,0.9378535747528076,0.9379,4,0.3996,3,0,0,1,0,10.89,0.3007,0.0747,0.0091,991,,,,1
POSITIVE,0.3286825617154439,0.3287,2,0.2457,0,0,0,0,2,12.66,0.3247,0.0568,0.0086,810,,,,1
POSITIVE,0.8136792480945587,0.8137,3,0.4032,1,0,1,1,0,11.73,0.3396,0.0744,0.0108,739,,,,1
POSITIVE,0.5079016536474228,0.5079,9,0.4025,4,0,2,2,1,12.74,0.2229,0.0826,0.0068,2216,,,,1
POSITIVE,0.49433884024620056,0.4943,1,0.0732,0,0,0,1,0,12.49,0.255,0.0522,0.0073,1361,,,,1
POSITIVE,0.9966470450162888,0.9966,0,0.0,0,0,0,0,0,10.58,0.256,0.0871,0.0074,1344,,,,1
POSITIVE,0.4687405377626419,0.4687,0,0.0,0,0,0,0,0,10.61,0.2834,0.0701,0.0124,1369,,,,1
POSITIVE,0.37214865287144977,0.3721,3,0.3046,0,0,0,3,0,9.03,0.2974,0.0605,0.0082,975,,,,1
POSITIVE,0.002781108021736145,0.0028,6,0.3515,2,0,2,1,1,15.39,0.2292,0.0626,0.0077,1693,,,,1
POSITIVE,0.9934960305690765,0.9935,0,0.0,0,0,0,0,0,9.96,0.3119,0.0857,0.0013,747,,,,1
POSITIVE,0.9991359114646912,0.9991,0,0.0,0,0,0,0,0,12.16,0.3933,0.0643,0.0051,389,,,,1
POSITIVE,0.06357118487358093,0.0636,3,0.3881,1,0,1,0,1,10.54,0.2846,0.0817,0.0145,759,,,,1
POSITIVE,0.49817316234111786,0.4982,0,0.0,0,0,0,0,0,11.95,0.2341,0.08,0.0119,2187,,,,1
POSITIVE,0.9420056343078613,0.942,6,0.2959,4,0,0,1,1,13.68,0.2327,0.0612,0.008,2011,,,,1
POSITIVE,0.9991723597049713,0.9992,0,0.0,0,0,0,0,0,9.06,0.3841,0.0883,0.0,453,,,,1
NEGATIVE,0.9297055602073669,-0.9297,8,0.8247,7,0,0,1,0,12.04,0.2721,0.0592,0.0156,963,,,,1
POSITIVE,0.9985144138336182,0.9985,2,0.2525,0,0,2,0,0,8.97,0.3256,0.059,0.009,780,,,,1
POSITIVE,0.015368536114692688,0.0154,4,0.2093,1,0,0,0,3,13.65,0.2393,0.0833,0.0116,1897,,,,1
NEGATIVE,0.00020191073417663574,-0.0002,0,0.0,0,0,0,0,0,10.78,0.3247,0.079,0.0017,582,,,,1
POSITIVE,0.9952099323272705,0.9952,0,0.0,0,0,0,0,0,12.25,0.2609,0.1018,0.0148,943,,,,1
POSITIVE,0.9952099323272705,0.9952,0,0.0,0,0,0,0,0,12.25,0.2609,0.1018,0.0148,943,,,,1
POSITIVE,0.5070746093988419,0.5071,2,0.109,1,0,0,0,1,13.85,0.2187,0.0766,0.0094,1815,,,,1
POSITIVE,0.5004476308822632,0.5004,0,0.0,0,0,0,0,0,12.09,0.2486,0.0684,0.0077,1959,,,,1
POSITIVE,0.900916596253713,0.9009,3,0.2513,2,0,1,0,0,9.08,0.2357,0.0965,0.0094,1171,,,,1
POSITIVE,0.900916596253713,0.9009,3,0.2513,2,0,1,0,0,9.08,0.2357,0.0965,0.0094,1171,,,,1
POSITIVE,0.9951675335566202,0.9952,1,0.1239,1,0,0,0,0,12.14,0.3134,0.1011,0.0037,801,,,,1
POSITIVE,0.9916239678859711,0.9916,2,0.119,1,0,0,0,1,15.07,0.2959,0.0442,0.003,1673,,,,1
POSITIVE,0.8933816105127335,0.8934,1,0.0791,0,0,1,0,0,12.38,0.2526,0.0768,0.0087,1263,,,,1
POSITIVE,0.8933816105127335,0.8934,1,0.0791,0,0,1,0,0,12.38,0.2526,0.0768,0.0087,1263,,,,1
POSITIVE,0.994585374991099,0.9946,2,0.1704,1,0,0,0,1,13.99,0.3006,0.0637,0.0095,1161,,,,1
POSITIVE,0.3323060870170593,0.3323,6,0.6667,0,0,0,6,0,11.89,0.2987,0.073,0.0111,904,,,,1
NEGATIVE,0.3957735449075699,-0.3958,2,0.0827,0,0,2,0,0,15.91,0.2111,0.0504,0.0067,2402,,,,1
POSITIVE,0.38289056718349457,0.3829,5,0.1254,0,0,1,0,4,14.14,0.1885,0.0575,0.012,3932,,,,1
POSITIVE,0.9504899382591248,0.9505,3,0.1746,0,0,3,0,0,10.57,0.2612,0.0366,0.0128,1723,,,,1
POSITIVE,0.9989380687475204,0.9989,5,0.1476,1,0,0,3,1,18.32,0.2243,0.0712,0.0074,3370,,,,1
POSITIVE,0.32266392310460407,0.3227,7,0.6184,0,0,1,5,1,8.13,0.3456,0.0628,0.0072,1114,,,,1
POSITIVE,0.9998140931129456,0.9998,0,0.0,0,0,0,0,0,15.25,0.623,0.0082,0.0,122,,,,1
POSITIVE,0.33230137825012207,0.3323,1,0.0887,0,0,0,0,1,13.78,0.2849,0.095,0.0054,1116,,,,1
POSITIVE,0.9981399774551392,0.9981,1,0.1458,0,0,0,1,0,12.04,0.3769,0.0593,0.0015,674,,,,1
POSITIVE,0.9537995159626007,0.9538,5,0.7364,0,0,0,5,0,9.77,0.3412,0.0682,0.0089,674,,,,1
POSITIVE,0.999115526676178,0.9991,0,0.0,0,0,0,0,0,8.75,0.7143,0.0143,0.0,70,,,,1
POSITIVE,0.9989314675331116,0.9989,0,0.0,0,0,0,0,0,9.3,0.4723,0.0619,0.0163,307,,,,1
POSITIVE,0.5227442383766174,0.5227,4,0.2443,2,0,0,1,1,16.07,0.2594,0.0598,0.0049,1623,,,,1
POSITIVE,0.52009217441082,0.5201,2,0.1225,0,0,1,1,0,11.66,0.2254,0.0802,0.0025,1597,,,,1
NEGATIVE,0.01161697506904602,-0.0116,1,0.0587,0,0,1,0,0,10.47,0.2583,0.0884,0.0083,1696,,,,1
POSITIVE,0.996145486831665,0.9961,0,0.0,0,0,0,0,0,9.57,0.4282,0.0836,0.0131,383,,,,1
POSITIVE,0.9896271030108134,0.9896,0,0.0,0,0,0,0,0,9.37,0.3341,0.0884,0.0069,871,,,,1
POSITIVE,0.9981682300567627,0.9982,0,0.0,0,0,0,0,0,13.0,0.503,0.071,0.0237,169,,,,1
NEGATIVE,0.9498997032642365,-0.9499,0,0.0,0,0,0,0,0,10.13,0.3215,0.0911,0.0038,790,,,,1
POSITIVE,0.11626988649368286,0.1163,2,0.1425,1,0,1,0,0,11.77,0.3125,0.0677,0.0079,1389,,,,1
NEGATIVE,0.04072403907775879,-0.0407,2,0.4684,1,0,0,1,0,9.57,0.4418,0.0736,0.0071,421,,,,1
POSITIVE,0.10429656505584717,0.1043,2,0.1313,0,0,0,2,0,10.5,0.3065,0.0946,0.0073,1501,,,,1
POSITIVE,0.9894936978816986,0.9895,4,0.2976,0,1,0,1,2,10.48,0.296,0.0699,0.0053,1331,,,,1
POSITIVE,0.5346371680498123,0.5346,5,0.2619,0,0,3,0,2,12.15,0.2686,0.0695,0.008,1884,,,,1
POSITIVE,0.5002747476100922,0.5003,3,0.1792,0,0,1,0,2,11.62,0.2661,0.0662,0.0084,1661,,,,1
NEGATIVE,0.06840237975120544,-0.0684,1,0.2079,0,0,1,0,0,8.76,0.388,0.1058,0.0062,482,,,,1
POSITIVE,0.3409105141957601,0.3409,3,0.3348,1,0,1,1,0,11.99,0.3247,0.0631,0.0034,887,,,,1
POSITIVE,0.37981388966242474,0.3798,2,0.1786,0,0,2,0,0,9.56,0.2922,0.0667,0.0126,1109,,,,1
POSITIVE,0.016869783401489258,0.0169,1,0.1458,0,0,0,0,1,9.48,0.3224,0.0505,0.0178,673,,,,1
POSITIVE,0.998749832312266,0.9987,2,0.1854,1,0,0,0,1,14.17,0.2878,0.0622,0.0046,1077,,,,1
POSITIVE,0.49542026221752167,0.4954,7,0.3314,0,0,2,3,2,11.13,0.2403,0.0588,0.0072,2093,,,,1
POSITIVE,0.8937525550524393,0.8938,2,0.1692,0,0,1,1,0,10.81,0.3022,0.0762,0.0103,1168,,,,1
NEGATIVE,0.31188803911209106,-0.3119,1,0.1116,0,0,0,0,1,10.94,0.3386,0.0553,0.0079,886,,,,1
POSITIVE,0.36783258120218915,0.3678,2,0.2051,1,0,0,1,0,10.98,0.2754,0.0756,0.0062,966,,,,1
POSITIVE,0.3387288848559062,0.3387,6,0.6803,0,0,0,5,1,8.08,0.3225,0.0936,0.0104,865,,,,1
POSITIVE,0.5240393579006195,0.524,15,0.9747,9,0,4,1,1,10.47,0.2965,0.0733,0.0039,1528,,,,1
POSITIVE,0.4923888295888901,0.4924,2,0.135,0,0,0,1,1,9.66,0.2832,0.0708,0.0088,1469,,,,1
POSITIVE,0.10099020600318909,0.101,1,0.1252,0,0,0,1,0,13.0,0.3443,0.0429,0.0076,793,,,,1
POSITIVE,0.9989221096038818,0.9989,1,0.1592,0,0,0,0,1,12.06,0.3837,0.0959,0.0065,615,,,,1
NEGATIVE,0.5549209713935852,-0.5549,0,0.0,0,0,0,0,0,13.22,0.5168,0.063,0.0126,238,,,,1
NEGATIVE,0.9097448587417603,-0.9097,0,0.0,0,0,0,0,0,9.25,0.5405,0.027,0.0135,74,,,,1
POSITIVE,0.47306756178538006,0.4731,2,0.2146,0,0,0,1,1,10.62,0.3258,0.0606,0.0087,924,,,,1
POSITIVE,0.42771226167678833,0.4277,2,0.1333,0,0,1,0,1,10.46,0.2672,0.0734,0.0148,1486,,,,1
POSITIVE,0.9983008106549581,0.9983,0,0.0,0,0,0,0,0,12.26,0.2709,0.075,0.0037,1067,,,,1
POSITIVE,0.9998683929443359,0.9999,0,0.0,0,0,0,0,0,9.88,0.6203,0.1519,0.0,79,,,,1
POSITIVE,0.7596840262413025,0.7597,0,0.0,0,0,0,0,0,12.4,0.6129,0.129,0.0,62,,,,1
NEGATIVE,0.9075757563114166,-0.9076,2,0.1016,1,0,0,0,1,11.9,0.223,0.1081,0.0108,1951,,,,1
POSITIVE,0.4720005790392558,0.472,4,0.444,0,0,0,3,1,10.41,0.322,0.061,0.0113,885,,,,1
POSITIVE,0.4938400387763977,0.4938,1,0.062,0,0,1,0,0,12.81,0.2655,0.0612,0.0112,1601,,,,1
POSITIVE,0.82039675116539,0.8204,3,0.6012,0,0,3,0,0,9.13,0.4239,0.0832,0.002,493,,,,1
POSITIVE,0.9998145699501038,0.9998,0,0.0,0,0,0,0,0,11.17,0.7612,0.0746,0.0,67,,,,1
NEGATIVE,0.06823815405368805,-0.0682,2,0.1141,0,0,0,0,2,15.35,0.2571,0.0599,0.0081,1735,,,,1
POSITIVE,0.3661472201347351,0.3661,1,0.1229,0,0,0,0,1,9.95,0.3412,0.0521,0.0087,806,,,,1
POSITIVE,0.9978349407513937,0.9978,1,0.0888,1,0,0,0,0,12.42,0.3658,0.0689,0.0081,1118,,,,1
POSITIVE,0.014471068978309631,0.0145,1,0.0712,1,0,0,0,0,12.12,0.2661,0.0631,0.0093,1394,,,,1
POSITIVE,0.49130411446094513,0.4913,1,0.0448,1,0,0,0,0,10.88,0.2201,0.0784,0.0068,2208,,,,1
POSITIVE,0.49692098796367645,0.4969,4,0.2248,0,0,0,0,4,9.55,0.2452,0.0859,0.0108,1758,,,,1
POSITIVE,0.9880826473236084,0.9881,4,0.5806,0,0,0,4,0,9.71,0.3559,0.075,0.0118,680,,,,1
POSITIVE,0.9454309940338135,0.9454,5,1.7065,0,0,5,0,0,8.0,0.4797,0.0676,0.0236,296,,,,1
POSITIVE,0.9953516920407613,0.9954,1,0.09,0,0,1,0,0,11.12,0.2679,0.0708,0.0064,1101,,,,1
POSITIVE,0.7872292399406433,0.7872,5,1.506,2,0,0,3,0,9.43,0.4394,0.097,0.0121,330,,,,1
POSITIVE,0.5889856070280075,0.589,1,0.0566,0,0,0,0,1,8.6,0.2638,0.0684,0.0051,1755,,,,1
POSITIVE,0.9938655098279318,0.9939,1,0.1116,0,0,1,0,0,12.18,0.315,0.0686,0.0112,889,,,,1
POSITIVE,0.996005117893219,0.996,1,0.2604,0,0,1,0,0,7.41,0.4444,0.0661,0.0106,378,,,,1
POSITIVE,0.44381090998649597,0.4438,1,0.0716,0,0,0,0,1,12.13,0.2921,0.0868,0.008,1383,,,,1
POSITIVE,0.9943135976791382,0.9943,1,0.2604,1,0,0,0,0,12.45,0.4352,0.057,0.0104,386,,,,1
POSITIVE,0.9997294545173645,0.9997,0,0.0,0,0,0,0,0,14.2,0.6901,0.0563,0.0141,71,,,,1
POSITIVE,0.9972604513168335,0.9973,2,0.7812,0,0,0,2,0,9.92,0.4879,0.0565,0.0081,248,,,,1
POSITIVE,0.973243772983551,0.9732,1,0.0716,0,0,0,1,0,10.23,0.26,0.0869,0.0065,1381,,,,1
NEGATIVE,0.8666688203811646,-0.8667,0,0.0,0,0,0,0,0,9.56,0.5033,0.0458,0.0065,306,,,,1
POSITIVE,0.018355727195739746,0.0184,0,0.0,0,0,0,0,0,11.24,0.3589,0.0782,0.0138,652,,,,1
POSITIVE,0.9923277199268341,0.9923,1,0.1616,0,0,1,0,0,12.41,0.403,0.0789,0.0049,608,,,,1
POSITIVE,0.005452185869216919,0.0055,7,0.268,0,0,5,1,1,13.43,0.2188,0.0675,0.0081,2578,,,,1
POSITIVE,0.4745618551969528,0.4746,5,0.2288,1,0,4,0,0,9.26,0.2389,0.0982,0.0074,2168,,,,1
POSITIVE,0.589335560798645,0.5893,6,0.4866,2,0,1,2,1,9.42,0.2931,0.0857,0.0122,1225,,,,1
POSITIVE,0.5071396082639694,0.5071,2,0.1287,0,0,0,0,2,13.03,0.2733,0.0722,0.0104,1537,,,,1
POSITIVE,0.6070208847522736,0.607,5,0.3584,3,0,2,0,0,8.92,0.2649,0.0946,0.0095,1374,,,,1
POSITIVE,0.4022226134936015,0.4022,3,0.3052,0,0,3,0,0,9.69,0.3199,0.0846,0.0093,969,,,,1
POSITIVE,0.9985302984714508,0.9985,0,0.0,0,0,0,0,0,8.18,0.3985,0.0856,0.0024,409,,,,1
POSITIVE,0.9995768666267395,0.9996,0,0.0,0,0,0,0,0,8.28,0.4375,0.1,0.0125,240,,,,1
POSITIVE,0.9923228025436401,0.9923,2,0.25,1,0,1,0,0,10.27,0.3894,0.0733,0.0038,791,,,,1
POSITIVE,0.2058890163898468,0.2059,0,0.0,0,0,0,0,0,10.87,0.3586,0.0663,0.0054,739,,,,1
POSITIVE,0.14866265654563904,0.1487,3,0.2056,3,0,0,0,0,12.55,0.2661,0.0672,0.0049,1443,,,,1
POSITIVE,0.9997320771217346,0.9997,0,0.0,0,0,0,0,0,10.0,0.7111,0.0778,0.0222,90,,,,1
POSITIVE,0.936524510383606,0.9365,3,0.3807,0,0,0,0,3,11.11,0.2892,0.0848,0.0039,778,,,,1
POSITIVE,0.9961263835430145,0.9961,1,0.1312,0,0,0,0,1,11.84,0.3499,0.071,0.008,746,,,,1
POSITIVE,0.8637046217918396,0.8637,1,0.0911,0,0,1,0,0,8.89,0.2774,0.0645,0.0092,1085,,,,1
NEGATIVE,0.7812294960021973,-0.7812,0,0.0,0,0,0,0,0,11.46,0.4362,0.0906,0.0034,298,,,,1
NEGATIVE,0.9878913164138794,-0.9879,6,0.406,0,0,1,3,2,9.62,0.2807,0.0541,0.0118,1443,,,,1
POSITIVE,0.3876631110906601,0.3877,3,0.1541,0,0,1,1,1,10.46,0.2568,0.0682,0.0129,1935,,,,1
POSITIVE,0.9968562126159668,0.9969,0,0.0,0,0,0,0,0,8.88,0.4753,0.0824,0.011,364,,,,1
POSITIVE,0.9778973162174225,0.9779,4,0.6349,0,0,1,3,0,13.08,0.3583,0.0828,0.0143,628,,,,1
POSITIVE,0.036089494824409485,0.0361,2,0.1604,0,0,1,0,1,11.85,0.2987,0.056,0.0097,1232,,,,1
POSITIVE,0.9985958933830261,0.9986,0,0.0,0,0,0,0,0,10.41,0.3233,0.0661,0.0021,968,,,,1
NEGATIVE,0.9971287846565247,-0.9971,0,0.0,0,0,0,0,0,11.5,0.6957,0.0435,0.0,69,,,,1
POSITIVE,0.06080622971057892,0.0608,2,0.1009,0,0,0,0,2,14.2,0.2628,0.0765,0.0112,1960,,,,1
POSITIVE,0.996463879942894,0.9965,5,0.4153,0,0,1,3,1,11.36,0.3378,0.0679,0.0042,1193,,,,1
POSITIVE,0.3169632951418559,0.317,0,0.0,0,0,0,0,0,10.91,0.3222,0.0512,0.0099,1015,,,,1
POSITIVE,0.9939749042193095,0.994,3,0.3257,0,0,1,1,1,11.51,0.3586,0.0517,0.0066,909,,,,1
POSITIVE,0.9969335794448853,0.9969,0,0.0,0,0,0,0,0,9.83,0.7797,0.0678,0.0,59,,,,1
POSITIVE,0.9731135368347168,0.9731,5,0.6329,1,0,0,4,0,9.09,0.3414,0.1036,0.0051,782,,,,1
POSITIVE,0.9979700446128845,0.998,2,0.4598,0,0,0,2,0,11.42,0.4078,0.076,0.0115,434,,,,1
POSITIVE,0.00027292966842651367,0.0003,5,1.1038,0,0,0,5,0,8.73,0.4112,0.0876,0.0112,445,,,,1
POSITIVE,0.37451223532358807,0.3745,1,0.1136,0,1,0,0,0,12.88,0.347,0.0582,0.0057,876,,,,1
POSITIVE,0.9951320141553879,0.9951,2,0.1422,0,0,0,1,1,10.62,0.2789,0.0733,0.0058,1391,,,,1
POSITIVE,0.9986616671085358,0.9987,1,0.2053,0,0,1,0,0,9.04,0.3403,0.0793,0.0021,479,,,,1
NEGATIVE,0.9843056201934814,-0.9843,0,0.0,0,0,0,0,0,8.02,0.4052,0.0675,0.0026,385,,,,1
POSITIVE,0.993080198764801,0.9931,1,0.0862,0,0,1,0,0,10.86,0.3388,0.0634,0.0026,1151,,,,1
POSITIVE,0.9977910220623016,0.9978,0,0.0,0,0,0,0,0,9.62,0.3701,0.0828,0.0049,616,,,,1
POSITIVE,0.9974526464939117,0.9975,1,0.2227,0,0,0,1,0,6.8,0.3914,0.0679,0.0113,442,,,,1
POSITIVE,0.2848856449127197,0.2849,2,0.2092,0,0,0,2,0,12.38,0.3443,0.0659,0.0085,941,,,,1
POSITIVE,0.9933111816644669,0.9933,5,0.2822,1,0,3,0,1,10.89,0.2511,0.0737,0.0113,1764,,,,1
POSITIVE,0.9710076451301575,0.971,1,0.1081,0,0,0,0,1,9.3,0.3161,0.0637,0.0033,911,,,,1
NEGATIVE,0.2991299629211426,-0.2991,1,0.0964,0,0,0,1,0,9.53,0.3,0.0843,0.002,1020,,,,1
POSITIVE,0.5541067272424698,0.5541,2,0.08,0,0,0,1,1,13.18,0.2426,0.0913,0.0093,2465,,,,1
POSITIVE,0.9869231383005778,0.9869,2,0.1787,0,0,0,0,2,11.91,0.3014,0.0839,0.0045,1108,,,,1
POSITIVE,0.9228829940160116,0.9229,6,0.692,1,0,4,0,1,9.58,0.3318,0.1009,0.0151,862,,,,1
POSITIVE,0.337116281191508,0.3371,0,0.0,0,0,0,0,0,8.68,0.29,0.0855,0.0084,1076,,,,1
POSITIVE,0.9897168427705765,0.9897,3,0.2383,1,0,2,0,0,10.88,0.2589,0.0798,0.0073,1240,,,,1
POSITIVE,0.9950056672096252,0.995,1,0.2653,0,0,1,0,0,10.42,0.4053,0.088,0.0027,375,,,,1
POSITIVE,0.9867704709370931,0.9868,0,0.0,0,0,0,0,0,9.98,0.3104,0.0833,0.006,828,,,,1
POSITIVE,0.07144005596637726,0.0714,3,0.2015,1,0,0,1,1,10.14,0.2644,0.0795,0.0088,1471,,,,1
POSITIVE,0.9976330399513245,0.9976,1,0.1848,0,0,1,0,0,10.37,0.3748,0.0408,0.0056,539,,,,1
NEGATIVE,0.9918111860752106,-0.9918,7,0.5551,2,0,0,5,0,10.21,0.2833,0.0618,0.012,1246,,,,1
NEGATIVE,0.16779704888661703,-0.1678,4,0.4065,0,0,0,4,0,10.68,0.3158,0.073,0.0165,972,,,,1
POSITIVE,0.5051260441541672,0.5051,3,0.1763,0,0,0,2,1,10.42,0.2266,0.0841,0.0054,1677,,,,1
POSITIVE,0.9143195152282715,0.9143,2,0.1163,0,0,1,1,0,10.77,0.2399,0.0741,0.0053,1713,,,,1
POSITIVE,0.9969064195950826,0.9969,0,0.0,0,0,0,0,0,14.06,0.2997,0.09,0.0036,1111,,,,1
POSITIVE,0.9969022572040558,0.9969,4,0.578,0,0,0,4,0,11.18,0.3065,0.0836,0.0117,682,,,,1
NEGATIVE,0.3302073876063029,-0.3302,2,0.226,0,0,0,0,2,8.38,0.3146,0.0689,0.0161,871,,,,1
POSITIVE,0.9967761188745499,0.9968,1,0.0631,0,0,0,1,0,10.61,0.2586,0.1025,0.0057,1570,,,,1
POSITIVE,0.32997427384058636,0.33,1,0.12,0,0,1,0,0,10.28,0.3418,0.0535,0.0061,822,,,,1
POSITIVE,0.9971854090690613,0.9972,0,0.0,0,0,0,0,0,9.69,0.4259,0.045,0.0106,378,,,,1
POSITIVE,0.999362031618754,0.9994,2,0.1715,1,0,1,0,0,9.0,0.2891,0.0903,0.0009,1152,,,,1
POSITIVE,0.5032942593097687,0.5033,6,0.3359,0,0,3,1,2,10.5,0.2501,0.0721,0.0141,1775,,,,1
NEGATIVE,0.9976623058319092,-0.9977,1,0.9174,0,0,0,1,0,15.43,0.6667,0.0833,0.0093,108,,,,1
POSITIVE,0.0011994540691375732,0.0012,1,0.1515,0,0,0,0,1,9.46,0.3354,0.0628,0.0123,653,,,,1
POSITIVE,0.9486592710018158,0.9487,1,0.0622,0,0,1,0,0,10.85,0.2607,0.0492,0.0038,1584,,,,1
POSITIVE,0.5271572172641754,0.5272,2,0.1516,1,0,0,1,0,11.25,0.269,0.0943,0.0077,1305,,,,1
